report_id,report_date,source_type,raw_text,report_category,expected_event_type,expected_progress
RPT-0582,2026-02-14,Supervisor Text,Equipment work begun.,Ambiguous,START,0
RPT-0583,2026-02-18,Field App,Inspection work for P301 finished at Utilities.,Normal,FINISH,100
RPT-0584,2026-02-18,Voice Transcript,P-301 quality check 25% complete in UT-A.,Normal,PROGRESS,25
RPT-0585,2026-02-18,Supervisor Text,P-301 inspect 60% complete @ Utilities,Abbreviation,PROGRESS,60
RPT-0586,2026-02-17,Supervisor Text,utility area p 301 inspec work done,Noisy,FINISH,100
RPT-0587,2026-02-18,DPR,Inspect work finished.,Incomplete,FINISH,100
RPT-0588,2026-02-18,Field App,Quality Check completed.,Ambiguous,PROGRESS,40
RPT-0589,2026-02-20,Voice Transcript,Electrical update: power connected of p-301 90% complete at Utilities.,Normal,PROGRESS,90
RPT-0590,2026-02-20,Supervisor Text,Electrical update: motor power hookup of P-301 completed at UT-A.,Normal,FINISH,100
RPT-0591,2026-02-21,Field App,P 301 motor power hookup completed.,Abbreviation,FINISH,100
RPT-0592,2026-02-20,Voice Transcript,p-301 motor power hookup done at utilities,Noisy,FINISH,100
RPT-0593,2026-02-20,Voice Transcript,P301 work completed.,Incomplete,FINISH,100
RPT-0594,2026-02-20,Field App,Electrical work 25% complete.,Ambiguous,PROGRESS,25
RPT-0595,2026-02-07,Voice Transcript,Install work for SP301 40% complete at Utility Area.,Normal,PROGRESS,40
RPT-0596,2026-02-06,Voice Transcript,Piping update: erection of SP-301 90% complete at UT-A.,Normal,PROGRESS,90
RPT-0597,2026-02-06,Field App,UT-A: SP 301 installation commenced,Abbreviation,START,0
RPT-0598,2026-02-07,DPR,utilities sp-301 mounted work 25% complete,Noisy,PROGRESS,25
RPT-0599,2026-02-07,Voice Transcript,sp-301 installation done.,Incomplete,FINISH,100
RPT-0600,2026-02-05,Supervisor Text,Spool work update: done.,Ambiguous,FINISH,100
RPT-0601,2026-02-10,Supervisor Text,SP 301 fit up completed in Utility Area.,Normal,FINISH,100
RPT-0602,2026-02-10,Supervisor Text,Piping update: joint fitup of sp-301 done at UT-A.,Normal,FINISH,100
RPT-0603,2026-02-09,DPR,SP 301 joint fitup commenced @ UT-A,Abbreviation,START,0
RPT-0604,2026-02-09,Field App,utilities sp301 joint preparation work 90% complete,Noisy,PROGRESS,90
RPT-0605,2026-02-10,Voice Transcript,SP301 fit-up 75% complete.,Incomplete,PROGRESS,75
RPT-0606,2026-02-09,Voice Transcript,Spool work update: done.,Ambiguous,FINISH,100
RPT-0607,2026-02-14,DPR,SP301 welding done in Utility Area.,Normal,FINISH,100
RPT-0608,2026-02-14,Supervisor Text,Piping update: weld work of SP 301 done at UT-A.,Normal,FINISH,100
RPT-0609,2026-02-12,Field App,sp-301 weld work finished.,Abbreviation,FINISH,100
RPT-0610,2026-02-14,Voice Transcript,ut-a sp 301 weld work work commenced,Noisy,START,0
RPT-0611,2026-02-12,Field App,sp-301 work begun.,Incomplete,START,0
RPT-0612,2026-02-12,Field App,Spool work 40% complete.,Ambiguous,PROGRESS,40
RPT-0613,2026-02-17,Supervisor Text,SP 301 weld work finished in UT-A.,Normal,FINISH,100
RPT-0614,2026-02-16,DPR,Joint Welding work for SP 301 begun at Utilities.,Normal,START,0
RPT-0615,2026-02-16,Field App,SP301 weld work finished.,Abbreviation,FINISH,100
RPT-0616,2026-02-16,Voice Transcript,sp-301 weld done at utility area,Noisy,FINISH,100
RPT-0617,2026-02-16,Voice Transcript,SP-301 weld work finished.,Incomplete,FINISH,100
RPT-0618,2026-02-16,Field App,Spool work update: done.,Ambiguous,FINISH,100
RPT-0619,2026-02-20,Voice Transcript,SP301 hydrotest finished in Utility Area.,Normal,FINISH,100
RPT-0620,2026-02-19,Voice Transcript,Piping update: testing of SP 301 completed at Utilities.,Normal,FINISH,100
RPT-0621,2026-02-20,Field App,Utilities: sp-301 hydro testing 75% complete,Abbreviation,PROGRESS,75
RPT-0622,2026-02-19,Supervisor Text,ut-a sp 301 testing work 50% complete,Noisy,PROGRESS,50
RPT-0623,2026-02-19,Voice Transcript,SP301 work done.,Incomplete,FINISH,100
RPT-0624,2026-02-19,DPR,Hydrotest completed.,Ambiguous,START,0
RPT-0625,2026-02-05,Field App,SP302 placed done in UT-A.,Normal,FINISH,100
RPT-0626,2026-02-05,Voice Transcript,sp-302 installation 75% complete in UT-A.,Normal,PROGRESS,75
RPT-0627,2026-02-06,Field App,UT-A: SP 302 placed 60% complete,Abbreviation,PROGRESS,60
RPT-0628,2026-02-07,Voice Transcript,utility area sp302 erction work started,Noisy,START,0
RPT-0629,2026-02-05,DPR,sp-302 erection completed.,Incomplete,FINISH,100
RPT-0630,2026-02-06,DPR,Spool work update: completed.,Ambiguous,FINISH,100
RPT-0631,2026-02-10,Supervisor Text,SP302 joint preparation completed in Utility Area.,Normal,FINISH,100
RPT-0632,2026-02-09,Field App,SP 302 fit-up 50% complete in UT-A.,Normal,PROGRESS,50
RPT-0633,2026-02-10,Voice Transcript,sp-302 joint preparation completed @ Utility Area,Abbreviation,FINISH,100
RPT-0634,2026-02-09,Field App,sp302 joint preparation 10% complete at ut-a,Noisy,PROGRESS,10
RPT-0635,2026-02-10,Supervisor Text,Joint Fitup work done.,Incomplete,FINISH,100
RPT-0636,2026-02-10,Field App,Fit-Up completed.,Ambiguous,FINISH,100
RPT-0637,2026-02-14,Voice Transcript,Welding work for SP-302 completed at Utilities.,Normal,FINISH,100
RPT-0638,2026-02-12,DPR,Weld work for SP302 done at UT-A.,Normal,FINISH,100
RPT-0639,2026-02-12,Field App,Utilities: sp-302 welding 75% complete,Abbreviation,PROGRESS,75
RPT-0640,2026-02-12,Supervisor Text,sp-302 weld work finished at utilities,Noisy,FINISH,100
RPT-0641,2026-02-13,Supervisor Text,SP-302 joint welding 75% complete.,Incomplete,PROGRESS,75
RPT-0642,2026-02-14,Field App,Joint Welding completed.,Ambiguous,PROGRESS,50
RPT-0643,2026-02-17,Field App,SP-302 joint welding finished in UT-A.,Normal,FINISH,100
RPT-0644,2026-02-16,DPR,SP 302 joint welding 60% complete in UT-A.,Normal,PROGRESS,60
RPT-0645,2026-02-17,DPR,UT-A: sp-302 weld work finished,Abbreviation,FINISH,100
RPT-0646,2026-02-17,Field App,sp-302 weldng 60% complete at utilities,Noisy,PROGRESS,60
RPT-0647,2026-02-17,Field App,SP-302 work completed.,Incomplete,FINISH,100
RPT-0648,2026-02-16,DPR,Spool work 40% complete.,Ambiguous,PROGRESS,40
RPT-0649,2026-02-20,Field App,Hydrotest work for SP302 completed at Utility Area.,Normal,FINISH,100
RPT-0650,2026-02-20,DPR,Piping update: testing of sp-302 finished at Utilities.,Normal,FINISH,100
RPT-0651,2026-02-19,Voice Transcript,Utility Area: SP-302 pressure test finished,Abbreviation,FINISH,100
RPT-0652,2026-02-19,Supervisor Text,utilities sp 302 testing work 10% complete,Noisy,PROGRESS,10
RPT-0653,2026-02-19,DPR,SP-302 work completed.,Incomplete,FINISH,100
RPT-0654,2026-02-19,Field App,Spool work update: 60% complete.,Ambiguous,PROGRESS,60
RPT-0655,2026-02-09,Supervisor Text,Electrical update: install of ct-301 60% complete at Utilities.,Normal,PROGRESS,60
RPT-0656,2026-02-09,Voice Transcript,Installation work for ct-301 75% complete at Utility Area.,Normal,PROGRESS,75
RPT-0657,2026-02-08,Supervisor Text,Utilities: CT301 placed done,Abbreviation,FINISH,100
RPT-0658,2026-02-09,Field App,ct-301 erction 50% complete at utilities,Noisy,PROGRESS,50
RPT-0659,2026-02-07,DPR,Mounted work done.,Incomplete,FINISH,100
RPT-0660,2026-02-08,Field App,Electrical work begun.,Ambiguous,START,0
RPT-0661,2026-02-13,Field App,Electrical update: cables routed of CT 301 done at Utility Area.,Normal,FINISH,100
RPT-0662,2026-02-12,Field App,ct-301 cable pulling completed in UT-A.,Normal,FINISH,100
RPT-0663,2026-02-11,DPR,CT 301 cables routed done.,Abbreviation,FINISH,100
RPT-0664,2026-02-13,Supervisor Text,ct-301 pull cables 90% complete at utility area,Noisy,PROGRESS,90
RPT-0665,2026-02-12,Voice Transcript,Cable Pulling work done.,Incomplete,FINISH,100
RPT-0666,2026-02-11,Voice Transcript,Electrical work update: commenced.,Ambiguous,START,0
RPT-0667,2026-02-16,Field App,Cables Terminated work for CT-301 finished at UT-A.,Normal,FINISH,100
RPT-0668,2026-02-15,Field App,Electrical update: cables terminated of ct-301 finished at UT-A.,Normal,FINISH,100
RPT-0669,2026-02-16,DPR,ct-301 cable termination done @ Utility Area,Abbreviation,FINISH,100
RPT-0670,2026-02-15,Field App,utility area ct 301 terminate cables work finished,Noisy,FINISH,100
RPT-0671,2026-02-15,Field App,CT301 work finished.,Incomplete,FINISH,100
RPT-0672,2026-02-15,DPR,Electrical work update: finished.,Ambiguous,FINISH,100
RPT-0673,2026-02-14,DPR,PT 301 installation 50% complete in UT-A.,Normal,PROGRESS,50
RPT-0674,2026-02-13,Voice Transcript,Instrumentation update: mounted of PT 301 25% complete at Utilities.,Normal,PROGRESS,25
RPT-0675,2026-02-13,DPR,PT301 erection completed.,Abbreviation,FINISH,100
RPT-0676,2026-02-13,Supervisor Text,ut-a pt301 install work 25% complete,Noisy,PROGRESS,25
RPT-0677,2026-02-13,Field App,PT-301 work finished.,Incomplete,FINISH,100
RPT-0678,2026-02-13,DPR,Instrument work update: finished.,Ambiguous,FINISH,100
RPT-0679,2026-02-16,Supervisor Text,PT-301 calibrate completed in UT-A.,Normal,FINISH,100
RPT-0680,2026-02-17,DPR,PT-301 calibration finished in Utility Area.,Normal,FINISH,100
RPT-0681,2026-02-16,Supervisor Text,pt-301 calibration finished.,Abbreviation,FINISH,100
RPT-0682,2026-02-16,DPR,utility area pt-301 calibrate work finished,Noisy,FINISH,100
RPT-0683,2026-02-16,DPR,PT 301 work done.,Incomplete,FINISH,100
RPT-0684,2026-02-17,DPR,Instrument work update: completed.,Ambiguous,FINISH,100
RPT-0685,2026-02-19,Supervisor Text,Signal Check work for PT-301 50% complete at Utilities.,Normal,PROGRESS,50
RPT-0686,2026-02-19,Voice Transcript,Instrumentation update: loop testing of PT301 begun at Utility Area.,Normal,START,0
RPT-0687,2026-02-20,Field App,UT-A: PT301 signal check finished,Abbreviation,FINISH,100
RPT-0688,2026-02-19,Supervisor Text,pt301 loop testing finished at utilities,Noisy,FINISH,100
RPT-0689,2026-02-19,Supervisor Text,PT301 work 60% complete.,Incomplete,PROGRESS,60
RPT-0690,2026-02-19,Supervisor Text,Instrument work update: completed.,Ambiguous,FINISH,100
RPT-0691,2026-02-14,Field App,Instrumentation update: erection of lt-301 begun at UT-A.,Normal,START,0
RPT-0692,2026-02-14,Field App,Instrumentation update: install of LT301 10% complete at Utility Area.,Normal,PROGRESS,10
RPT-0693,2026-02-14,Field App,LT-301 install 25% complete.,Abbreviation,PROGRESS,25
RPT-0694,2026-02-14,Voice Transcript,utilities lt-301 erction work completd,Noisy,FINISH,100
RPT-0695,2026-02-14,Voice Transcript,LT301 install done.,Incomplete,FINISH,100
RPT-0696,2026-02-14,Supervisor Text,Install completed.,Ambiguous,FINISH,100
RPT-0697,2026-02-17,Supervisor Text,Instrumentation update: calibration of LT301 started at UT-A.,Normal,START,0
RPT-0698,2026-02-16,Field App,LT-301 calibrate done in Utilities.,Normal,FINISH,100
RPT-0699,2026-02-16,Field App,Utilities: lt-301 calibrate finished,Abbreviation,FINISH,100
RPT-0700,2026-02-17,Supervisor Text,lt-301 calibrtn done at ut-a,Noisy,FINISH,100
RPT-0701,2026-02-16,Field App,LT301 calibration 10% complete.,Incomplete,PROGRESS,10
RPT-0702,2026-02-17,DPR,Calibration completed.,Ambiguous,PROGRESS,75
RPT-0703,2026-02-19,DPR,LT301 loop check done in UT-A.,Normal,FINISH,100
RPT-0704,2026-02-20,Field App,Instrumentation update: signal check of lt-301 completed at Utilities.,Normal,FINISH,100
RPT-0705,2026-02-19,Field App,lt-301 loop check done.,Abbreviation,FINISH,100
RPT-0706,2026-02-20,Voice Transcript,utilities lt301 loop check work begun,Noisy,START,0
RPT-0707,2026-02-20,DPR,LT301 loop check completed.,Incomplete,FINISH,100
RPT-0708,2026-02-19,Field App,Loop Check completed.,Ambiguous,FINISH,100
RPT-0709,2026-03-01,Supervisor Text,Valve V-999 installation completed in Area X.,Unmatched,FINISH,100
RPT-0710,2026-03-01,Supervisor Text,Compressor C-777 alignment finished at North Block.,Unmatched,FINISH,100
RPT-0711,2026-03-01,Field App,Unknown pump P-888 started.,Unmatched,START,0
RPT-0712,2026-03-01,Field App,CT-999 cable pulling 60% complete in Zone Z.,Unmatched,PROGRESS,60
RPT-0713,2026-03-01,Field App,Instrument PT-999 calibrated and ready.,Unmatched,FINISH,100
RPT-0714,2026-03-02,DPR,Valve V-999 installation completed in Area X.,Unmatched,FINISH,100
RPT-0715,2026-03-02,Supervisor Text,Compressor C-777 alignment finished at North Block.,Unmatched,FINISH,100
RPT-0716,2026-03-02,Field App,Unknown pump P-888 started.,Unmatched,START,0
RPT-0717,2026-03-02,Voice Transcript,CT-999 cable pulling 60% complete in Zone Z.,Unmatched,PROGRESS,60
RPT-0718,2026-03-02,DPR,Instrument PT-999 calibrated and ready.,Unmatched,FINISH,100
RPT-0719,2026-03-02,DPR,Heat exchanger HX-501 erection completed at Process Area D.,Unmatched,FINISH,100
RPT-0720,2026-03-02,Supervisor Text,Tank T-404 foundation concreting completed in Tank Farm.,Unmatched,FINISH,100
RPT-0721,2026-03-02,Field App,Motor M-777 installation started in Electrical Room E.,Unmatched,START,0
RPT-0722,2026-03-02,Voice Transcript,Pipeline PL-900 welding is 75% complete near South Rack.,Unmatched,PROGRESS,75
RPT-0723,2026-03-02,DPR,V-404 valve hydrotest completed at Utility Block B.,Unmatched,FINISH,100
RPT-0724,2026-03-02,Supervisor Text,CT999 cabl pullng done zone z.,Unmatched,FINISH,100
RPT-0725,2026-03-02,Field App,pump P888 aligment completd north block,Unmatched,FINISH,100
RPT-0726,2026-03-02,DPR,New compressor base excavation started at Compressor Yard.,Unmatched,START,0
RPT-0727,2026-03-02,Voice Transcript,Flow meter FT-999 loop check completed.,Unmatched,FINISH,100
RPT-0728,2026-03-02,Field App,SP-999 spool fit-up work started at Pipe Rack D.,Unmatched,START,0
RPT-0729,2026-03-02,Supervisor Text,SP-777 erection 40% complete in Pump Area D.,Unmatched,PROGRESS,40
RPT-0730,2026-03-02,DPR,Cable tray CT-888 installation finished in Control Building.,Unmatched,FINISH,100
RPT-0731,2026-03-02,Field App,Foundation F-909 curing completed in Expansion Area.,Unmatched,FINISH,100
RPT-0732,2026-03-02,Voice Transcript,Pressure transmitter PT-777 calibration 50% complete.,Unmatched,PROGRESS,50
RPT-0733,2026-03-02,DPR,Emergency diesel generator DG-01 installation completed.,Unmatched,FINISH,100
RPT-0734,2026-03-02,Supervisor Text,New utility pump installation finished in PA-C.,Unmatched,FINISH,100
RPT-0735,2026-03-02,Field App,instrument work done at new process block,Unmatched,FINISH,100
RPT-0736,2026-03-02,DPR,Pipe support PS-999 inspection completed.,Unmatched,FINISH,100
RPT-0737,2026-03-02,Voice Transcript,Cable termination for MCC-99 completed.,Unmatched,FINISH,100
RPT-0738,2026-03-02,Supervisor Text,Unknown field device installed and tested.,Unmatched,FINISH,100
